CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"4270002",7797,791,671,5,4,2
"4270003",7798,585,570,5,6,1
"4270004",7799,169,193,2,0,1
"4270005",7800,33,37,0,0,0
"4270006",7801,1197,957,16,8,2
"4270007",7802,260,239,4,1,0
"4270008",7803,1005,950,7,10,9
"4270009",7804,534,521,8,4,0
"4270010",7805,641,625,6,5,1
"4270011",7806,1174,924,9,5,3
"4270012",7807,888,866,10,7,2
"4270013",7808,688,635,8,5,0
"4270014",7809,577,563,6,3,0
"4290001",7810,76,623,4,1,0
"4290002",7811,103,938,6,1,3
"4290003",7812,107,622,5,0,2
"4290004",7813,97,975,1,0,0
"4290005",7814,14,227,0,0,0
"4310001A",7815,11,128,0,1,0
"4310001B",7816,3,32,0,0,0
"4310002A",7817,10,76,0,0,0
"4310002B",7818,0,0,0,0,0
"4310002C",7819,1,4,0,0,0
"4310002D",7820,1,11,0,0,0
"4310002E",7821,3,14,0,0,0
"4310003",7822,8,177,1,0,0
"4310004",7823,14,142,0,2,0
"4330001",7824,16,161,1,1,0
"4330002",7825,31,163,1,0,0
"4330003",7826,24,155,0,0,0
"4330004",7827,45,136,2,0,0
"4350101",7828,100,228,4,0,1
"4350201",7829,57,364,2,1,1
"4350301",7830,87,393,1,3,0
"4350401",7831,78,237,2,0,0
"4370001",7832,66,262,6,2,0
"4370002",7833,120,429,2,1,0
"4370003",7834,99,378,6,2,0
"4370004",7835,68,158,1,3,0
"4370006",7836,36,150,1,1,1
"4370007",7837,36,286,4,0,0
"4370009",7838,5,23,0,0,0
"4370011",7839,48,159,2,1,0
"4391001",7840,722,585,16,5,1
"4391004",7841,940,694,22,4,0
"4391005",7842,403,29,1,5,1
"4391008",7843,144,28,2,1,0
"4391009",7844,423,585,16,4,0
"4391010",7845,145,42,5,1,0
"4391011",7846,423,71,3,6,0
"4391012",7847,1028,540,16,4,0
"4391013",7848,1125,211,9,9,0
"4391014",7849,229,164,1,2,0
"4391015",7850,480,232,16,2,0
"4391019",7851,287,120,1,2,0
"4391021",7852,782,1388,38,5,1
"4391022",7853,435,439,17,2,3
"4391023",7854,1479,1255,36,6,0
"4391024",7855,1011,1379,38,4,1
"4391025",7856,840,364,9,6,1
"4391034",7857,605,1864,30,3,1
"4391056",7858,170,60,2,4,0
"4391059",7859,283,88,4,2,0
"4391061",7860,144,27,2,0,0
"4391062",7861,17,5,0,0,0
"4391064",7862,0,0,0,0,0
"4391066",7863,364,178,6,1,0
"4391071",7864,1051,465,32,13,0
"4391074",7865,335,55,3,2,0
"4391075",7866,367,99,4,5,0
"4391076",7867,537,310,14,2,2
"4391078",7868,448,39,1,1,0
"4391079",7869,504,65,1,2,0
"4391080",7870,597,52,8,2,0
"4391081",7871,197,292,6,1,0
"4391082",7872,263,121,4,2,1
"4391083",7873,433,97,1,2,0
"4391084",7874,0,0,0,0,0
"4391085",7875,259,170,5,0,0
"4391088",7876,527,144,5,3,0
"4391089",7877,705,40,6,1,0
"4391090",7878,715,75,3,5,0
"4391094",7879,746,376,16,3,0
"4391095",7880,290,364,10,2,0
"4391098",7881,776,92,2,1,0
"4391099",7882,324,115,1,0,0
"4391103",7883,431,737,13,5,1
"4391104",7884,1363,149,3,5,0
"4391105",7885,627,619,12,6,1
"4391106",7886,1161,63,3,9,0
"4391108",7887,789,606,19,3,1
"4391109",7888,509,246,12,2,0
"4391111",7889,715,1939,40,3,0
"4391117",7890,731,710,18,1,0
"4391119",7891,1732,808,35,9,0
"4391120",7892,1485,112,11,5,1
"4391126",7893,864,363,10,1,1
"4391127",7894,802,48,3,1,0
"4391132",7895,773,64,1,6,0
"4391133",7896,758,565,19,7,0
"4391142",7897,479,449,19,4,1
"4391146",7898,1146,555,17,1,0
"4391149",7899,1222,321,5,4,0
"4391150",7900,742,278,1,1,0
"4391151",7901,515,305,6,3,0
"4391153",7902,951,91,9,7,0
"4391154",7903,313,67,3,1,0
"4391165",7904,100,52,2,1,0
"4391167",7905,607,482,28,3,0
"4391170",7906,1163,605,23,8,1
"4391175",7907,764,565,18,5,0
"4391184",7908,321,271,7,3,0
"4391186",7909,263,399,2,1,0
"4391188",7910,320,9,1,1,0
"4391189",7911,1009,810,33,1,2
"4391197",7912,1596,1514,72,7,2
"4391198",7913,141,107,1,2,0
"4391199",7914,154,191,3,0,0
"4391206",7915,704,1276,34,5,1
"4391207",7916,1003,724,30,9,6
"4391208",7917,529,1084,24,3,2
"4391211",7918,1138,92,9,7,0
"4391227",7919,691,250,8,2,0
"4391236",7920,258,165,7,2,0
"4391237",7921,324,141,5,3,0
"4391238",7922,1346,676,14,4,0
"4391241",7923,120,52,0,1,0
"4391244",7924,30,90,0,0,0
"4391251",7925,1376,331,13,10,2
"4391255",7926,1527,711,26,9,2
"4391257",7927,714,338,13,5,0
"4391264",7928,655,647,19,3,2
"4391265",7929,929,571,12,3,2
"4391270",7930,200,182,4,2,0
"4391271",7931,596,1375,34,3,0
"4391273",7932,859,461,20,10,3
"4391277",7933,581,448,10,2,1
"4391278",7934,1153,242,3,5,0
"4391279",7935,1097,343,16,5,1
"4391291",7936,1128,69,7,9,0
"4391292",7937,780,237,18,4,0
"4391293",7938,683,154,4,4,0
"4391294",7939,916,1292,24,2,3
"4391295",7940,349,172,7,2,1
"4391296",7941,967,1067,23,4,1
"4391297",7942,1450,96,6,9,0
"4391298",7943,965,778,23,4,2
"4391300",7944,1157,521,19,12,0
"4391301",7945,1160,210,9,7,0
"4391311",7946,1030,289,9,7,1
"4391337",7947,676,1239,24,3,1
"4391339",7948,1003,1066,25,5,3
"4391345",7949,178,159,1,1,0
"4391346",7950,459,31,4,4,0
"4391347",7951,1691,1070,34,9,2
"4391348",7952,201,543,9,2,0
"4391351",7953,0,0,0,0,0
"4391352",7954,134,336,0,0,0
"4391366",7955,4,1,0,0,0
"4391376",7956,12,4,1,1,0
"4391377",7957,1560,1300,27,8,3
"4391378",7958,1835,603,16,11,0
"4391380",7959,737,413,22,5,2
"4391382",7960,1309,376,20,8,0
"4391388",7961,1673,663,20,11,2
"4391394",7962,0,0,0,0,0
"4391404",7963,1199,420,22,6,1
"4391407",7964,23,13,0,0,0
"4391408",7965,101,42,4,1,0
"4391412",7966,0,0,0,0,0
"4391414",7967,24,5,0,0,0
"4391415",7968,648,196,3,5,0
"4391416",7969,67,56,0,0,0
"4391418",7970,0,0,0,0,0
"4391420",7971,0,0,0,0,0
"4391423",7972,795,1400,15,0,1
"4391424",7973,1,7,0,0,0
"4391427",7974,1,3,0,0,0
"4391430",7975,5,2,0,0,0
"4391431",7976,461,1122,11,1,0
"4391434",7977,0,0,0,0,0
"4391436",7978,588,311,11,1,0
"4391437",7979,230,215,2,0,0
"4391439",7980,115,18,0,2,0
"4391440",7981,1011,272,10,9,0
"4391441",7982,374,77,6,1,0
"4391444",7983,47,11,1,0,0
"4391445",7984,26,5,0,0,0
"4391455",7985,0,0,0,0,0
"4391457",7986,1,1,1,0,0
"4391459",7987,967,338,12,3,1
"4391460",7988,1338,363,23,11,0
"4391463",7989,859,276,11,10,0
"4391472",7990,55,96,3,0,1
"4391473",7991,43,26,1,3,0
"4391476",7992,39,29,1,2,0
"4391477",7993,500,84,5,6,0
"4391479",7994,81,33,1,0,0
"4391481",7995,202,76,2,2,0
"4391482",7996,291,68,2,2,0
"4391489",7997,1036,364,16,5,2
"4391490",7998,336,125,4,1,0
"4391491",7999,2,1,0,0,0
"4391501",8000,231,136,5,1,0
"4391504",8001,326,1170,24,4,0
"4391514",8002,0,0,0,0,0
"4391515",8003,8,11,0,0,0
"4391518",8004,452,105,5,1,0
"4391543",8005,506,123,5,4,0
"4391544",8006,3,0,0,1,0
"4391547",8007,0,0,0,0,0
"4391549",8008,0,0,0,0,0
"4391550",8009,26,0,1,0,0
"4391555",8010,0,0,0,0,0
"4391559",8011,112,36,3,0,0
"4391564",8012,0,0,0,0,0
"4391576",8013,91,6,1,1,0
"4391577",8014,542,122,6,3,0
"4391578",8015,691,216,15,1,0
"4391586",8016,2,2,0,0,0
"4391589",8017,77,72,4,0,0
"4391594",8018,0,0,0,0,0
"4391597",8019,223,61,4,5,0
"4391603",8020,0,0,0,0,0
"4391605",8021,0,0,0,0,0
"4391607",8022,0,0,0,0,0
"4391608",8023,442,275,14,1,2
"4391610",8024,15,14,0,0,0
"4391611",8025,11,7,0,0,0
"4391617",8026,17,11,0,0,0
"4391619",8027,12,4,0,0,0
"4391621",8028,117,39,1,0,0
"4391622",8029,11,21,0,0,0
"4391623",8030,0,0,0,0,0
"4391625",8031,0,0,0,0,0
"4391627",8032,58,156,5,0,0
"4391631",8033,119,71,0,0,0
"4391633",8034,11,13,0,0,0
"4391639",8035,669,179,4,2,0
"4391641",8036,1819,1089,40,9,1
"4391642",8037,1197,474,22,4,0
"4391651",8038,0,0,0,0,0
"4391652",8039,98,5,1,0,0
"4391672",8040,0,0,0,0,0
"4391674",8041,0,0,0,0,0
"4391676",8042,113,69,5,3,0
"4391677",8043,120,47,2,1,0
"4391678",8044,1,2,0,0,0
"4391679",8045,0,0,0,0,0
"4391684",8046,186,140,5,0,1
"4391701",8047,461,400,10,3,0
"4391704",8048,641,1016,29,3,1
"4391710",8049,474,591,7,2,0
"4391714",8050,1625,669,41,9,0
"4391715",8051,454,327,3,2,0
"4391717",8052,665,713,18,6,0
"4391718",8053,502,346,9,5,0
"4391719",8054,741,1302,41,4,1
"4391722",8055,179,126,4,0,0
"4391723",8056,861,434,15,4,0
"4391734",8057,1784,501,15,8,0
"4391738",8058,14,4,0,0,0
"4391739",8059,43,14,1,0,0
"4391740",8060,0,0,0,0,0
"4391747",8061,0,0,0,0,0
"4391749",8062,0,0,0,0,0
"4391752",8063,0,0,0,0,0
"4391753",8064,0,0,0,0,0
"4391801",8065,0,0,0,0,0
"4391821",8066,0,0,0,0,0
"4392002",8067,0,0,0,0,0
"4392003",8068,340,369,9,2,1
"4392007",8069,709,999,20,6,2
"4392026",8070,650,770,18,7,1
"4392027",8071,237,144,6,2,0
"4392028",8072,350,631,13,2,0
"4392029",8073,721,1025,19,3,1
"4392030",8074,1702,529,19,12,0
"4392031",8075,1298,549,13,4,0
"4392033",8076,744,790,26,4,0
"4392052",8077,916,544,24,10,8
"4392055",8078,789,734,22,4,1
"4392058",8079,7,3,0,0,0
"4392100",8080,203,165,6,1,2
"4392112",8081,517,1017,18,0,2
"4392134",8082,342,243,3,2,1
"4392143",8083,311,228,11,2,0
"4392145",8084,755,354,11,2,0
"4392147",8085,428,454,17,2,0
"4392148",8086,1019,436,23,3,0
"4392158",8087,803,881,15,4,0
"4392161",8088,657,282,17,7,2
"4392168",8089,403,273,10,4,3
"4392169",8090,427,166,6,1,0
"4392171",8091,915,1064,38,8,3
"4392173",8092,300,511,9,2,0
"4392174",8093,1007,955,25,5,2
"4392180",8094,797,236,5,3,1
"4392181",8095,972,1014,23,7,3
"4392190",8096,116,94,3,1,0
"4392205",8097,768,1026,34,8,6
"4392210",8098,383,188,6,1,0
"4392217",8099,1236,685,22,8,1
"4392219",8100,899,989,19,3,0
"4392220",8101,908,1118,22,3,1
"4392221",8102,696,644,15,5,0
"4392223",8103,487,966,17,5,1
"4392224",8104,893,394,13,7,1
"4392225",8105,762,234,13,4,1
"4392226",8106,818,439,15,8,0
"4392228",8107,824,1067,20,3,0
"4392229",8108,770,774,20,6,0
"4392235",8109,1117,636,8,7,0
"4392246",8110,416,510,19,1,1
"4392258",8111,154,324,3,2,0
"4392262",8112,212,526,10,2,0
"4392263",8113,808,463,18,3,1
"4392266",8114,963,1281,26,6,0
"4392267",8115,938,413,11,9,0
"4392268",8116,525,404,12,1,1
"4392269",8117,180,130,2,2,0
"4392274",8118,0,2,0,0,0
"4392275",8119,395,285,5,6,0
"4392280",8120,569,533,14,1,1
"4392281",8121,583,525,9,3,2
"4392299",8122,918,412,9,8,2
"4392302",8123,801,215,4,4,1
"4392303",8124,764,876,22,6,0
"4392304",8125,724,1045,21,0,1
"4392305",8126,659,717,15,11,1
"4392306",8127,592,896,21,5,1
"4392307",8128,1390,1428,38,8,3
"4392308",8129,1170,1288,32,7,0
"4392309",8130,561,348,11,5,0
"4392310",8131,630,691,18,5,0
"4392313",8132,703,1039,21,3,0
"4392314",8133,1030,1424,34,8,2
"4392315",8134,875,342,16,5,1
"4392316",8135,804,519,19,5,0
"4392317",8136,450,529,17,5,1
"4392318",8137,560,754,13,5,0
"4392319",8138,703,1070,25,2,2
"4392320",8139,810,431,6,3,2
"4392341",8140,243,75,3,1,0
"4392349",8141,814,486,10,0,0
"4392353",8142,555,295,9,2,0
"4392354",8143,631,359,14,4,0
"4392355",8144,519,672,14,5,2
"4392356",8145,1178,1085,24,9,2
"4392357",8146,1004,1447,29,5,2
"4392358",8147,790,1043,16,6,1
"4392360",8148,903,1730,27,8,1
"4392379",8149,1863,765,15,11,1
"4392381",8150,294,95,2,1,0
"4392383",8151,1046,560,23,5,0
"4392393",8152,146,99,0,0,0
"4392401",8153,94,110,1,0,2
"4392402",8154,7,10,0,0,0
"4392403",8155,12,1,0,0,0
"4392405",8156,2175,912,27,6,0
"4392411",8157,253,68,0,2,0
"4392413",8158,359,135,5,1,0
"4392419",8159,0,0,0,0,0
"4392425",8160,1258,936,28,9,0
"4392426",8161,711,1097,16,5,0
"4392428",8162,238,89,3,0,0
"4392435",8163,1153,1115,19,5,0
"4392438",8164,1282,525,16,6,2
"4392442",8165,1453,1025,29,3,0
"4392448",8166,1356,675,26,8,2
"4392449",8167,674,361,13,3,0
"4392450",8168,1141,624,8,5,1
"4392451",8169,73,25,0,0,0
"4392453",8170,1326,532,15,4,0
"4392461",8171,1034,314,18,8,0
"4392462",8172,807,376,12,8,0
"4392464",8173,165,197,5,0,0
"4392466",8174,582,266,10,3,0
"4392467",8175,1257,549,11,7,1
"4392468",8176,874,948,21,7,2
"4392474",8177,127,244,5,0,0
"4392484",8178,1850,938,16,10,0
"4392488",8179,1165,618,9,6,0
"4392505",8180,474,699,11,2,0
"4392506",8181,1500,1855,46,6,1
"4392513",8182,0,0,0,0,0
"4392519",8183,541,252,6,4,0
"4392520",8184,757,716,23,2,0
"4392521",8185,419,550,19,2,0
"4392522",8186,1206,1416,29,4,2
"4392523",8187,1399,706,19,6,1
"4392524",8188,524,1378,15,5,1
"4392525",8189,1595,564,23,8,1
"4392535",8190,1003,1437,28,5,1
"4392536",8191,821,555,13,6,0
"4392537",8192,728,253,12,4,0
"4392541",8193,1128,513,11,9,0
"4392546",8194,24,13,0,0,0
"4392548",8195,436,842,18,1,0
"4392553",8196,641,358,10,8,0
"4392556",8197,600,819,18,5,0
"4392557",8198,718,282,11,3,0
"4392561",8199,0,0,0,0,0
"4392569",8200,34,12,0,1,0
"4392571",8201,0,0,0,0,0
"4392581",8202,1062,647,8,11,1
"4392600",8203,0,0,0,0,0
"4392601",8204,0,0,0,0,0
"4392606",8205,9,4,1,0,0
"4392609",8206,0,0,0,0,0
"4392612",8207,0,0,0,0,0
"4392613",8208,1528,552,16,5,0
"4392614",8209,169,88,1,0,0
"4392616",8210,40,22,0,0,0
"4392618",8211,27,7,1,0,0
"4392635",8212,891,364,9,4,0
"4392636",8213,752,1017,26,9,1
"4392643",8214,1801,1047,37,3,2
"4392644",8215,1871,739,21,9,1
"4392645",8216,650,1030,18,4,2
"4392655",8217,458,268,15,6,1
"4392656",8218,44,19,0,0,0
"4392657",8219,16,4,0,0,0
"4392658",8220,207,86,2,1,0
"4392659",8221,7,5,0,0,0
"4392660",8222,71,94,3,2,0
"4392670",8223,51,36,0,0,0
"4392673",8224,0,0,0,0,0
"4392675",8225,0,0,0,0,0
"4392680",8226,0,0,0,0,0
"4392681",8227,0,0,0,0,0
"4392697",8228,1330,856,16,3,0
"4392699",8229,1865,938,18,6,2
"4392708",8230,857,502,14,2,0
"4392712",8231,1212,1018,23,6,0
"4392721",8232,685,1028,17,3,0
"4392726",8233,1079,593,6,4,0
"4392727",8234,234,244,5,0,0
"4392731",8235,874,364,9,4,0
"4392741",8236,72,43,0,0,0
"4392742",8237,209,128,4,0,0
"4392743",8238,4,1,0,0,0
"4392744",8239,105,44,2,0,0
"4392745",8240,71,68,2,1,1
"4392746",8241,498,345,16,7,5
"4392748",8242,0,0,0,0,0
"4392751",8243,0,0,0,0,0
"4392755",8244,0,0,0,0,0
"4392775",8245,0,0,0,0,0
"4392827A",8246,0,0,0,0,0
"4392827B",8247,0,0,0,0,0
"4393032",8248,380,618,19,7,0
"4393035",8249,1159,1837,41,13,2
"4393036",8250,746,726,22,5,0
"4393037",8251,849,1363,24,5,2
"4393038",8252,1194,1241,43,13,2
"4393039",8253,484,1000,19,2,0
"4393040",8254,794,1606,37,7,1
"4393041",8255,1413,1810,54,12,3
"4393043",8256,739,1835,44,3,0
"4393049",8257,743,1711,22,4,2
"4393054",8258,1038,1657,36,7,0
"4393063",8259,473,925,18,2,0
"4393072",8260,608,1500,31,6,2
"4393114",8261,850,1338,35,6,1
"4393131",8262,449,830,13,4,1
"4393139",8263,430,523,18,6,0
"4393140",8264,468,859,21,6,0
"4393152",8265,6,26,1,0,0
"4393156",8266,432,904,18,3,0
"4393157",8267,767,860,29,8,0
"4393160",8268,902,845,13,2,1
"4393164",8269,550,828,19,3,1
"4393166",8270,879,824,31,8,0
"4393172",8271,791,1042,32,11,1
"4393176",8272,1091,1395,37,13,1
"4393177",8273,586,1365,29,4,0
"4393183",8274,1392,1385,34,11,1
"4393185",8275,2,2,0,0,0
"4393187",8276,464,690,23,3,0
"4393192",8277,233,595,5,1,0
"4393193",8278,844,1793,21,3,1
"4393194",8279,587,882,20,10,1
"4393196",8280,621,1116,31,6,1
"4393200",8281,835,986,22,10,0
"4393209",8282,1013,2314,32,6,1
"4393212",8283,720,761,23,13,0
"4393213",8284,542,742,22,6,0
"4393214",8285,867,1269,31,3,1
"4393215",8286,563,1194,17,4,0
"4393216",8287,1490,1372,35,11,1
"4393240",8288,1013,1416,32,6,2
"4393247",8289,654,559,16,10,6
"4393248",8290,1104,2145,49,6,1
"4393249",8291,1337,1271,37,11,0
"4393254",8292,800,890,23,9,0
"4393260",8293,431,779,25,3,0
"4393282",8294,476,784,17,6,0
"4393283",8295,505,837,16,5,0
"4393286",8296,226,621,7,0,0
"4393287",8297,712,1173,25,7,3
"4393289",8298,682,1233,25,12,0
"4393321",8299,809,1303,36,6,0
"4393322",8300,655,1040,19,6,1
"4393323",8301,944,1951,40,3,0
"4393324",8302,653,1055,31,8,0
"4393325",8303,241,537,14,3,0
"4393326",8304,244,354,14,3,0
"4393327",8305,543,759,14,1,1
"4393329",8306,1156,895,27,7,0
"4393330",8307,312,609,9,3,1
"4393331",8308,881,1772,25,6,2
"4393332",8309,916,1191,32,7,1
"4393333",8310,922,1361,24,1,0
"4393334",8311,806,785,23,10,2
"4393335",8312,721,1015,20,5,0
"4393336",8313,1596,1030,36,7,0
"4393359",8314,721,1054,17,2,4
"4393361",8315,933,1395,42,1,0
"4393363",8316,775,1664,26,5,2
"4393364",8317,339,405,11,2,0
"4393365",8318,1159,2327,41,3,0
"4393367",8319,470,860,23,3,0
"4393368",8320,208,415,7,1,0
"4393372",8321,1066,1627,58,10,1
"4393384",8322,578,718,22,3,0
"4393385",8323,959,1496,44,6,0
"4393386",8324,564,1433,20,5,0
"4393387",8325,519,1177,30,6,2
"4393389",8326,1638,1319,38,10,2
"4393390",8327,1217,2255,31,8,3
"4393391",8328,1235,812,34,7,0
"4393392",8329,601,1272,25,5,0
"4393396",8330,1220,1491,48,7,6
"4393398",8331,451,736,17,3,0
"4393406",8332,0,0,0,0,0
"4393409",8333,5,14,0,0,0
"4393417",8334,765,1028,26,8,1
"4393421",8335,377,827,19,4,1
"4393422",8336,687,1265,20,3,2
"4393433",8337,158,347,5,1,0
"4393443",8338,797,974,28,6,1
"4393446",8339,0,1,0,0,0
"4393447",8340,0,0,0,0,0
"4393465",8341,1168,1480,36,9,0
"4393469",8342,401,547,12,5,1
"4393470",8343,44,71,0,0,0
"4393471",8344,479,1014,20,4,1
"4393486",8345,1210,1789,45,13,2
"4393500",8346,91,268,1,1,0
"4393502",8347,331,987,11,1,0
"4393507",8348,735,998,18,7,0
"4393509",8349,603,899,32,6,0
"4393510",8350,770,1702,30,11,0
"4393511",8351,1292,840,41,8,3
"4393516",8352,542,1021,22,3,1
"4393517",8353,876,811,14,3,0
"4393526",8354,400,710,11,3,1
"4393527",8355,726,1272,21,1,5
"4393529",8356,854,1292,18,1,0
"4393530",8357,957,1232,43,8,0
"4393538",8358,1287,1813,28,6,0
"4393539",8359,0,7,0,0,0
"4393542",8360,806,1009,33,4,3
"4393545",8361,718,1325,19,9,0
"4393552",8362,1172,1268,38,6,0
"4393554",8363,818,1659,33,10,0
"4393558",8364,1012,1847,25,7,0
"4393560",8365,0,0,0,0,0
"4393562",8366,32,84,0,0,0
"4393566",8367,0,0,0,0,0
"4393567",8368,625,1551,19,4,0
"4393570",8369,940,1239,30,10,1
"4393574",8370,370,294,8,1,0
"4393575",8371,0,0,0,0,0
"4393579",8372,223,532,5,0,0
"4393580",8373,0,0,0,0,0
"4393582",8374,2,30,2,0,0
"4393583",8375,0,0,0,0,0
"4393584",8376,0,0,0,0,0
"4393585",8377,0,0,0,0,0
"4393590",8378,0,0,0,0,0
"4393624",8379,99,169,0,2,0
"4393626",8380,200,413,0,3,0
"4393637",8381,847,848,21,10,1
"4393646",8382,1015,1401,54,9,2
"4393647",8383,1168,1502,27,5,2
"4393648",8384,1149,1693,39,8,0
"4393653",8385,0,0,0,0,0
"4393654",8386,0,0,0,0,0
"4393661",8387,0,0,0,0,0
"4393663",8388,2,3,0,0,0
"4393664",8389,0,0,0,0,0
"4393665",8390,0,10,2,0,0
"4393667",8391,37,60,0,0,0
"4393668",8392,109,219,1,0,0
"4393669",8393,5,2,0,0,0
"4393671",8394,233,490,7,1,0
"4393695",8395,1377,1854,43,5,2
"4393696",8396,1242,1753,53,7,2
"4393698",8397,1240,1483,46,12,0
"4393700",8398,564,971,24,9,2
"4393706",8399,983,1039,43,7,0
"4393709",8400,426,621,20,1,3
"4393716",8401,648,1129,13,4,1
"4393720",8402,455,1345,23,2,1
"4393725",8403,683,1148,34,9,2
"4393728",8404,848,1282,16,2,1
"4393729",8405,271,260,3,0,0
"4393732",8406,432,1073,17,2,0
"4393735",8407,360,743,6,2,1
"4393750",8408,0,0,0,0,0
"4393757",8409,0,0,0,0,0
"4393759",8410,0,0,0,0,0
"4393822",8411,0,0,0,0,0
"4393826",8412,0,0,0,0,0
"4394006",8413,426,179,17,3,0
"4394016",8414,650,537,19,2,1
"4394017",8415,1145,360,10,9,1
"4394018",8416,230,489,14,0,0
"4394020",8417,406,589,13,11,1
"4394042",8418,296,464,4,7,1
"4394044",8419,922,1953,34,4,1
"4394045",8420,574,1448,28,6,0
"4394046",8421,423,1477,39,4,1
"4394047",8422,476,1984,24,5,3
"4394048",8423,281,78,3,3,0
"4394050",8424,591,145,2,4,0
"4394051",8425,3,4,0,0,0
"4394053",8426,318,568,7,7,1
"4394057",8427,351,270,6,3,0
"4394060",8428,1139,397,25,6,0
"4394065",8429,740,2244,31,6,0
"4394067",8430,559,162,4,4,0
"4394068",8431,493,182,7,2,1
"4394069",8432,392,1068,12,1,0
"4394070",8433,841,805,27,6,6
"4394073",8434,159,171,2,2,0
"4394077",8435,140,79,0,1,0
"4394086",8436,739,1268,23,2,3
"4394087",8437,212,65,3,2,0
"4394091",8438,578,1156,22,2,0
"4394092",8439,381,72,3,0,0
"4394093",8440,748,249,5,7,0
"4394096",8441,594,255,12,2,2
"4394097",8442,496,157,8,2,0
"4394101",8443,444,303,3,4,0
"4394102",8444,332,331,9,2,0
"4394107",8445,419,119,6,2,0
"4394110",8446,433,134,3,4,0
"4394113",8447,84,158,6,2,0
"4394115",8448,129,400,1,2,0
"4394116",8449,855,846,18,2,0
"4394118",8450,547,379,19,2,0
"4394121",8451,685,943,32,7,0
"4394122",8452,598,194,6,3,0
"4394123",8453,648,230,9,4,3
"4394124",8454,507,396,21,5,3
"4394125",8455,172,174,7,1,0
"4394128",8456,707,1247,27,14,1
"4394129",8457,378,542,13,2,2
"4394130",8458,865,1176,27,6,0
"4394135",8459,430,470,25,4,0
"4394136",8460,836,725,21,7,2
"4394137",8461,496,612,12,3,0
"4394138",8462,241,289,5,1,1
"4394141",8463,833,1019,26,7,0
"4394144",8464,458,720,20,0,1
"4394155",8465,978,410,25,9,4
"4394159",8466,432,646,17,2,0
"4394162",8467,213,164,3,3,0
"4394163",8468,515,485,14,4,0
"4394178",8469,1043,1204,31,6,2
"4394179",8470,521,349,16,3,0
"4394182",8471,1128,1236,29,6,0
"4394191",8472,311,586,14,5,0
"4394195",8473,571,173,5,2,1
"4394201",8474,453,127,10,0,0
"4394202",8475,536,512,14,2,0
"4394203",8476,808,512,18,6,2
"4394204",8477,980,1413,31,9,2
"4394218",8478,368,456,6,5,0
"4394222",8479,339,357,10,2,0
"4394230",8480,1327,1428,43,2,2
"4394231",8481,631,175,3,4,0
"4394232",8482,1128,1313,48,10,1
"4394233",8483,717,205,16,6,0
"4394234",8484,1030,1432,46,4,1
"4394239",8485,30,55,0,0,0
"4394242",8486,145,348,1,0,0
"4394243",8487,546,669,19,4,2
"4394245A",8488,70,20,1,0,0
"4394245B",8489,0,0,0,0,0
"4394250",8490,1308,1222,35,6,2
"4394252",8491,374,387,11,2,0
"4394253",8492,320,212,16,0,0
"4394256",8493,295,99,3,1,0
"4394259",8494,223,651,10,3,1
"4394261",8495,1038,1088,44,9,0
"4394272",8496,166,277,8,1,0
"4394276",8497,718,892,28,10,0
"4394284",8498,42,162,2,0,0
"4394285",8499,276,201,4,4,0
"4394288",8500,92,21,1,0,0
"4394290",8501,672,886,27,13,2
"4394312",8502,57,23,1,0,0
"4394328",8503,411,518,16,3,0
"4394338",8504,888,1080,24,6,0
"4394340",8505,443,1216,19,6,0
"4394342",8506,779,1001,49,3,2
"4394343",8507,763,1112,18,4,0
"4394344",8508,474,702,15,2,1
"4394350",8509,667,413,17,2,5
"4394362",8510,0,3,0,0,0
"4394369",8511,981,1734,53,10,3
"4394370",8512,0,0,0,0,0
"4394371",8513,440,1660,18,1,1
"4394373",8514,44,113,4,0,1
"4394374",8515,734,845,27,7,0
"4394375",8516,677,1447,26,4,0
"4394395",8517,72,359,2,1,0
"4394397",8518,120,158,3,1,1
"4394399",8519,33,85,5,0,0
"4394400",8520,88,117,4,4,0
"4394410",8521,983,992,21,6,1
"4394429",8522,754,975,28,6,3
"4394432",8523,17,7,2,0,2
"4394452",8524,1226,1141,24,7,4
"4394454",8525,721,1258,27,9,0
"4394456",8526,347,516,21,0,0
"4394458",8527,3,4,0,0,0
"4394475",8528,35,10,0,0,0
"4394478",8529,0,0,0,0,0
"4394480",8530,249,524,10,0,1
"4394483",8531,21,12,0,1,0
"4394485",8532,130,136,4,2,0
"4394487",8533,0,0,0,0,0
"4394492",8534,425,287,14,3,0
"4394493",8535,825,798,25,0,0
"4394494",8536,0,3,0,0,0
"4394495",8537,61,35,0,1,0
"4394496",8538,281,131,6,4,0
"4394497",8539,1060,552,20,6,1
"4394498",8540,181,301,4,0,0
"4394499",8541,1460,1383,35,12,1
"4394503",8542,362,191,5,2,0
"4394508",8543,1316,1558,48,5,2
"4394512",8544,0,0,0,0,0
"4394528",8545,1226,1492,52,5,0
"4394531",8546,724,1340,33,5,2
"4394532",8547,216,726,6,5,0
"4394533",8548,420,582,10,3,1
"4394534",8549,1159,1649,57,3,1
"4394540",8550,1010,1148,29,10,0
"4394551",8551,1199,1586,39,9,3
"4394563",8552,0,0,0,0,0
